Serial,English,Pronunciation,Bangla,POS
2783,dismiss,ডিসমিস,বরখাসত করা (v) হওয়া; মুখোমুখি,"v ,n"
2810,engage,এনগেজ,নিযুক্ত করা (v),"V.,n."
2811,enhance,এনহ্যান্স,উন্নত করা,v
2812,enquiry,ইনকোয়্যারি,অনুসন্ধান (n),V.
2813,ensure,এনশিওর,নিশ্চিত করা,v
2787,district,ডিস্রিক,জেলা,n
2788,divide,ডিভাইড,- বিভাজন (n) উৎসাই,adj
2789,division,ডিভিশন,বিভাগ,n
2816,entire,এন্টায়ার,সম্পূ্ণ,adj
2817,entirely,এন্টায়ারলি,- সম্পূর্ণভাবে (V.),adv.
2791,domestic,ডোমেস্টিক,গাহস্থ্য,adj
2818,equal,ইকুয়াল,সমান,n
2819,establish,এস্টাবলিশ,প্রতিষ্ঠা করা (V.),V.
2820,estate,এস্টেট,সম্পত্তি (n) দিকে,adv
2794,dozen,ডজন,"ডজন (n, det) অনুমান",V. I1.
2822,ethical,এথিকাল,"নেতিক (adj ) (n., V.) Facebook Biborno Sahin",01726505437
2823,evaluate,ইভ্যালুয়েট,মূল্যায়ন করা,V.
2824,even,ইভেন,এমনকি,adj
2827,excuse,এক্সকিউজ,অজুহাত; ক্ষমা করা,"n, V"
2828,executive,এক্সিকিউটিভ,নির্বাহী; নির্বাহী,"n , adj"
2829,existence,একজিস্টেন্স,অস্তিত্ব,n
2830,expectation,এক্সপেক্টেশন,প্রত্যাশা,n.
2831,expense,এক্সপেন্স,খরচ,n
2833,expose,এক্সপোজ,প্রকাশ করা,v
2834,extend,এক্সটেন্ড,প্রসারিত করা,v
2835,extent,এক্সটেন্ট,মাত্া,n
2836,external,এক্সটানাল,বাহ্যিক,adj
2837,extraordinary,এক্সট্রাঅডিনারি,অসাধারণ,adj
2838,extreme,একসট্রিম,চরম,n
2839,facility,ফ্যাসিলিটি,সুবিধা,n.
2840,failure,ফেইলার,ব্যথতা,n
2841,faith,ফেইথ,বিশ্বাস,n
2842,fault,ফল্ট,ত্রুটি,n
2843,favour,ফেভার,পক্ষে থাকা,v
2844,feather,ফেদার,পালক,n
2845,fee,ফি,- ফি,n
2846,feed,ফিড,খাদয,n
2847,feedback,ফিডব্যাক,প্রতিক্রিয়া,n
2848,feel,ফিল,- অনুভূতি,n
2849,fellow,ফেলো,সহকর্মী,adj
2850,figure,ফিগার,অনুমান করা,v
2851,file,ফাইল,ফাইল করা,v
2852,finance,ফাইন্যান্স,অথ; অরথায়ন করা,"n, V"
2853,finding,ফাইন্ডিং,আবিষ্কার,n
2854,firm,ফাম,প্রতিষ্ঠান,n:
2855,fix,ফিক্স,সমাধান,n
2856,flame,ফ্লেম,শিখা,n
2857,flash,ফ্ল্যাশ,ঝলক; ঝলকানো,"n, V"
2858,flexible,ফ্লেকসিবল,নমনীয়,adj
2859,float,ফ্লোট,ভাসানো,v
2860,fold,ফোল্ড,ভাঁজ,n
2861,folding,ফোল্ডিং,ভাঁজযোগ্য,adj
2862,following,ফলোয়িং,পরে,prep
2863,forgive,ফরগিভ,ক্ষমা করা,v
2864,former,ফমার,প্রাক্তন,adj
2865,fortune,ফরচুন,ভাগ্য,n
2866,forward,ফরওয়াড,সম্মুখগামী,adj.
2867,found,ফাউন্ড,প্রতিষ্ঠা করা,v.
2868,free,ফ্রি,মুক্ত করা,v
2869,freedom,ফ্রিডন,স্বাধীনতা,n
2870,frequency,ফ্রিকোয়েন্সি,কম্পাঙ্ক,n
2871,fuel,ফুয়েল,জ্বালানি দেওয়া,v.
2872,fully,ফুলি,- সম্পূর্ণভাবে,adv
2873,function,ফাংশন,কাজ করা,v
2874,fund,ফান্ড,তহবিল; তহবিল যোগানো,"n., V."
2875,fundamental,ফান্ডামেন্টাল,মৌলিক,ad].
2876,funding,ফান্ডিং,তহবিল,n
2878,gain,গেইন,লাভ; লাভ করা,"V.,n."
2879,gang,গ্যাং,গ্যং,n:
2880,generate,জেনেট,তেরি করা,v
2881,genre,জনরা,প্রকার,n
2882,govern,গভন,শাসন করা,v
166,cooking,কুকিং,রান্না,n
167,cool,কুল,"ঠান্ডা, শান্ত, দারুণ",adj
168,correct,কারেক্,সঠিক (adj ); সংশোধন করা,v.
169,cost,কস্ট,"মূল্য, খরচ (n ); খরচ হওয়া",v
170,could,কুড,পারতাম,modal v.
171,country,কান্ট্রি,দেশ,n
172,course,কোেস,"কোেস, পাঠ্যক্রম",n
173,cousin,কাজিন,চাচাতো মামাতো ফুফাতো  /মাসতুতো ভাইবোন,n
174,COW,কাউ,গরু,n
175,cream,ক্রিম,"ক্রিম, মালাই",n
197,desk,ভেস্ক,"- ডেস্ক, টেবিল",n
198,detail,ডিটেইল,"- বিস্তারিত, বিবরণ",n
199,dialogue,ডায়ালগ,"সংলাপ, কথোপকথন",n
200,dictionary,ডিকশনারি,অভিধান,n
201,die,ডাই,মরা,v
202,diet,ডায়েট,খাদ্যতালিকা,n
203,difference,ডিফারেন্স,পা্থক্য,n
204,different,ডিফারেন্ট,"ভিন্ন, আলাদা",adj
205,difficult,ডিফিকাল্ট,কঠিন,adj
206,dinner,ডিনার,রাতের খাবার,n
207,dirty,ডার্টি,নোংরা,adj
208,discuss,ডিসকাস,আলোচনা করা,v
209,dish,ডিশ,"থালা, খাবার পদ",n
211,doctor,ডক্টর,ডাক্তার,n
212,dog,ডগ,কুকুর,n
213,dollar,ডলার,ডলার,n
214,door,ডোর,দরজা,n
215,down,ডাউন,নিচে,"adv , prep"
216,downstairs,ডাউনস্টেয়ারস,"- নিচে, নীচতলায়",adv.
217,draw,ড্র,আঁকা,v
218,dress,ড্রেস,পোশাক (n); পোশাক পরা,v.
219,drink (ড্রিঙ্ক পানীয়,n,; পান করা,V.
220,drive,ড্রাইভ,চালানো (গাড়ি),v
221,driver,ড্রাইভার,চালক,n
222,during,ডিউরিং,সময়কালে,prep
223,DVD,ডিভিডি,ডিভিডি,n
224,each,ইচ,"প্রতিটি, প্রত্যেক",det  pron  adv
225,ea1,ইয়ার,কান,n
226,early,আ্লি,তাড়াতাড়ি,"adj , adv."
177,culture,কালচার,সংস্কৃতি,n
178,cup,কাপ,কাপ,n
179,customer,কাস্টমার,গ্রাহক,n
180,cut,কাট,কাটা,v
181,dad,ড্যাড,বাবা,n
182,dance,ড্যান্স,নাচ (n); নাচা,v
183,dancer,ড্যান্সার,নৃত্যশিল্পী,n
184,dancing,ড্যান্সিং,নৃত্য,n
185,dangerous,ডেঞ্জারাস,বিপজ্জনক,adj
186,dark,ডাক,অন্ধকার,adj
187,date,ডেট,তারিখ; খেজুর ফল; কারো সাথে দেখা করার নিরদিষ্ট সময়,n
188,daughter,ডটার,"মেয়ে, কন্যা",n
189,day,ডে,- দিন,n
190,dear,ডিয়ার,"প্রিয়, দামী",adj
191,December,ডিসেম্বর,ডিসেম্বর,n
192,decide,ডিসাইড,সিদ্ধান্ত নেওয়া,v
193,delicious,ডেলিশিয়াস,সুস্বাদু,adj
194,describe,ডিস্ক্রাইব,বর্ণনা করা,v
195,description,ডিস্ক্রিপশন,ব্ণনা,n
196,design,ডিজাইন,নকশা (n); নকশা করা,v
2883,grab,গ্র্যাব,আঁকড়ে ধরা,v.
2884,grade,গ্রেড,গ্রেড দেওয়া,v
2885,gradually,গ্র্যাজুয়ালি,- ধীরে ধীরে,adv
2886,grand,গ্র্যান্ড,বিশাল,adj
2887,grant,গ্রান্ট,মঞ্ুজুর করা; অনুদান,"V , I1."
2888,guarantee,গ্যারান্টি,গ্যারান্টি; গ্যারান্টি দেওয়া,"v,n"
2890,harm,হাম,ক্ষতি; ক্ষতি করা,"n , v."
2891,harmful,হামফুল,ক্ষতিকর,adj
2892,hearing,হিয়ারিং,শ্রবণ,n
2893,heaven,হেভেন,স্বগ,n
2894,heel,হিল,- গোড়ালি,n
2895,hell,হেল,নরক,n
2896,hesitate,হেসিটেট,দ্বিধা করা,v
2897,high,হাই,উচ্চতা,n
2898,hire,হায়ার,ভাড়া,n
2899,hold,হোেল্ড,ধরা,n
2900,hollow,হলো,ফাঁপা,adj
2901,holy,হোলি,পবিত্র,adj
2902,honour,অনার,সম্ম; সম্মান করা,"1., V."
2903,host,হোস্ট,হোেস্ট করা,v
2904,house,হাউস,বাসস্থান দেওয়া,v
2905,household,হাউসহোল্ড,পরিবার,n
2906,housing,হাউসিং,আবাসন,n
2907,humorous,হিউমারাস,হাস্যকর,adj
2908,humour,হিউমার,হাস্যরস,n
2909,hunt,হান্ট,শিকার,n
2910,hunting,হান্টিং,শিকার,n
2911,hurt,হাটি,আঘাত,n
2912,ideal,আইডিয়াল,- আদশ,n
2913,illustrate,ইলাস্ট্রেট,চিত্রিত করা,v
2914,illustration,ইলাস্ট্রেশন,চিত্রণ,n
2915,imagination,ইমাজিনেশন,কল্পনা,n.
2916,impatient,ইমপেশেন্ট,অধেৈর্য,adj
2917,imply,ইমপ্লাই,বোঝানো,v
2918,impose,ইমপোজ,আরোপ করা,v
2919,impress,ইমপ্রেস,প্রভাবিত করা,v
2920,impressed,ইমপ্রেসড,প্রভাবিত,adj.
2921,inch,ইঞ্চি,ই্চি,n
2922,incident,ইনসিডেন্ট,ঘটনা,n
2923,income,ইনকাম,আয়,n
2924,increasingly,ইনক্রিডিংলি,ক্রমবর্ধমানভাবে,adv
2925,industrial,ইন্ডাস্স্রিয়াল,শিল্প,adj
2926,infection,হনফেকশন,সংক্রমণ,n
2927,inform,ইনফম,জানানো,v
2928,initial,ইনিশিয়াল,প্রাথমিক,adj
2929,initially,ইনিশিয়ালি,প্রাথমিকভাবে,adv
2930,initiative,ইনিশিয়েটিভ,উদ্যোগ,n
2931,inner,ইনার,- অভ্যন্তরীণ,adj
2932,insight,ইনসাইট,অন্তর্দৃষ্টি,n
2933,insist,ইনসিস্ট,জোোর করা,v
2934,inspire,ইনস্পায়ার,অনুপ্রাণিত করা,V.
2935,install,ইনস্টল,স্থাপন করা,v
2936,instance,ইনস্ট্যান্স,উদাহরণ,n
2937,institute,ইনস্টিটিউট,প্রতিষ্ঠান,n
2939,insurance,ইনস্যুরেন্স,- বীমা,n
2940,intended,ইনটেন্ডেড,উদ্দেশ্যপ্রণোদিত,adj.
2941,intense,ইনটেন্স,- তীব্র,adj
2942,internal,ইন্টারনাল,অভ্যন্তরীণ (adj.) Facebook Biborno Sahin,01726505437
2973,low,লো,নিম্ন (n),V.
2974,lower,লোয়ার,কমানো,v
2975,lung,লাং,ফুসফুস (n),V.
2976,maintain,মেনটেইন,বজায় রাখা,v
2979,map,ম্যাপ,মানচিত্র আঁকা,v.
2980,mass,মাস,ভর; বিশাল,"n , adj"
2948,joy,জয়,আনন্দ,n
2981,massive,ম্যাসিভ,বিশাল,adj
2949,judgement,জাজমেন্ট,বিচার,n
2950,junior,জুনিয়র,জুনিয়র,adj
2951,justice,জাস্টিস,বিচার,n:
2983,matching,ম্যাচিং,মিলে যাওয়া,adj
2984,material,মেটেরিয়াল,বস্তুগত (adj ) করা,V
2986,means,মিনস,উপায় (n),11.
2956,latest,লেটেস্ট,সবশেষ,n
2988,medium,মিডিয়াম,মাধ্যম,n
2957,launch,লঞ্চ,চালু করা; লঞ্চ,"v.,n"
2989,melt,মেল্ট,গলে যাওযা,v
2958,leadership,লিডারশিপ,নেতৃত্ব,n
2959,league,লিগ,লীগ (n) সামরিক বাহিনী,"adj , n"
2960,lean,লিন,হেলানো,v
2991,mineral,মিনারেল,খনিজ,n
2961,leave,লিভ,ছুটি,n
2962,level,লেভেল,সমান করা (v) সর্বনিম্ন,"adj.,n."
2963,licence,লাইসেন্স,লাইসেন্স,n
2993,minister,মিনিস্টার,মন্ত্রী,n:
2964,limited,লিমিটেড,সীমিত,adj
2994,minor,মাইনর,অপ্রাপ্তবয়স্ক,adj
2965,line,লাইন,লাহন করা,v
2995,minority,মাইনরিটি,সংখ্যালঘু,n
2966,lively,লাইভলি,প্রাণবন্ত,adj
2996,mission,মিশন,মিশন,n
2967,load,লোড,লোড; লোড করা,"n., V"
2997,mistake,মিসটেক,ভুল করা,v
2968,loan,লোন,ঋণ,n:
2998,mixed,মিক্সড,মিশ্র,adj
2969,logical,লজিকাল,যৌক্তিক,adj
2999,model,মডেল,মডেলিং করা,v
3000,modify,মডিফাই,পরিব্তন করা (v.),"adj , adv"
2971,loose,লুজ,আলগা (adj ) করা,"n, V."
2972,lord,লভ,প্রভু (n) Facebook Biborno Sahin,01726505437
3028,official,অফিশিয়াল,কর্মকতা (n),"adj., 11."
3029,opening,ওপেনিং,- উদ্বোধন,n
3030,operate,অপারেট,"পরিচালনা করা (n., adj )",V.
3004,mount,মাউন্ট,আরোহণ করা,v.
3031,opponent,অপোনেন্ট,প্রতিপক্ষ,n
3005,multiple,মাল্টিপল,একাধিক,adj
3032,oppose,অপোজ,বিরোধিতা করা,v
3006,multiply,মাল্টিপ্লাই,গুণ করা,v
3032,opposed,অপোজড,- বিরোধী,adj
3033,opposition,অপোজিশন,বিরোধিতা (adj.),11.
3008,narrow,ন্যারো,সংকীণ করা,v
3034,organ,অগান,অঙ্গ,n
3009,national,ন্যাশনাল,জাতীয়,n
3035,origin,অরিজিন,উৎস,n
3010,neat,নিট,পরিপাটি,adj
3012,nerve,নাভ,স্নায়ু,n
3037,outcome,আউটকাম,ফলাফল,n
3038,outer,আউটার,বাইরের (adj ),adv.
3014,nightmare,নাইটমেয়ার,দুঃস্বপ্ন (n) রূপরেখা আঁকা,"n, V"
3015,notion,নোশন,ধারণা,n
3016,numerous,নিউনারাস,"অসংখ্য সামগ্রিকভাবে (adj , adv)",adj.
3041,owe,ও,ঋণী থাকা,v
3017,obey,ওবে,মান্য করা,v
3043,package,প্যাকেজ,প্যাকেজ করা (v) উদ্দেশ্যমূলক,"n , adj"
3044,panel,প্যানেল,প্যানেল,n
3045,parliament,পালামেন্ট,সংসদ (n),n.
3021,observation,অবজারভেশন,অং শগ্রহণকারী (n ) পযবেক্ষণ,n
3047,partly,পারটলি,আংশিকভাবে,adv
3048,passage,প্যাসেজ,অনুচ্ছেদ (n),V.
3049,patient,পেশেন্ট,ধৈর্যশীল,adj
3023,obtain,অবটেইন,অজন করা,v
3050,pension1,পেনশন,পেনশন,n
3051,permanent,পারমানেন্ট,স্থায়ী (adj ) মাঝে,adv
3025,offence,অফেন্স,অপরাধ (n) অনুমতি,"v.,n"
3026,offend,অফেন্ড,অপমান করা,v
3027,offensive,অফেনসিভ,আপত্তিকর . (adj.) Facebook Biborno Sahin,01726505437
3054,phase,ফেড,পর্যায,n
3055,phenomenon,ফেনোমেনন,ঘটনা,n.
3056,philosophy,ফিলোসফি,দশন,n
3057,pick,পিক,বাছাই,n
3058,picture,পিকচার,ছবি আঁকা,v
3059,pile,পাইল,স্তূপ; স্তূপ করা,"n , V"
3060,pitch,পিচ,পিচ,n
3061,plain,প্লেইন,সরল,adj
3062,plot,প্লট,চক্রান্ত করা,v
3064,pointed,পয়েন্টেড,সূম্ম,adj
3066,pose,পোজ,ভাঙ্গ করা,v
3067,position,পোজিশন,স্থাপন করা,v
3068,positive,পজিটিভ,- ইতিবাচক,n
3069,possess,পসেস,অধিকারী হওয়া,v.
3070,potential,পটেনশিয়াল,সম্ভাবয; সম্ভাবনা,"adj ,n"
3071,power,পাওয়ার,ক্ষমতা দেওয়া,v
3072,praise,প্রেইজ,প্রশংসা; প্রশংসা করা,1. V.
3073,pregnant,প্রেগন্যান্ট,গভবতী,adj
3074,preparation,প্রিপারেশন,- প্রস্তুতি,n
3075,presence,প্রেজেন্স,উপস্থিতি,n
3076,preserve,প্রিজাভ,সংরক্ষণ করা,v
3077,price,প্রাইস,মূল্য নির্ধারণ করা,v.
3078,prime,প্রাইম,প্রধান,adj
3079,principle,প্রিন্সিপল,নীতি,n
3080,print,প্রিন্ট,প্রিন্ট,n
3081,priority,প্রায়োরিটি,অগ্রাধিকার,n
3082,privacy,প্রাইভেসি,- গোপনীয়তা,n
3083,procedure,প্রসিডিওর,পদ্ধতি,n
3084,process,প্রসেস,প্রক্রিয়া করা,v
3085,produce,প্রোডিউস,উৎপাদন,n
3086,professional,প্রফেশনাল,পেশাদার,11.
3087,progress,প্রোগ্রেস,অগ্রগতি লাভ করা,V.
3088,project,প্রজেক্ট,প্রজেক্ করা,v
3089,proof,প্রুফ,প্রমাণ,n
3090,proposal,প্রোপোজাল,প্রস্তাব,n
3091,propose,প্রপোজ,প্রস্তাব করা,v
3092,prospect,প্রোস্পেক,সম্ভাবনা,n
3093,protection,প্রটেকশন,সুরক্ষা,n
3094,psychologist,সাইকোলজিস্ট,মনোবিজ্ঞানী,n
3095,psychology,সাইকোলজি,মনোবিজ্ঞান,n
3096,publication,পাবলিকেশন,প্রকাশনা,n.
3097,pupil,পিউপিল,শিক্ষার্থী,n
3099,pure,পিউর,- বিশুদ্ধ,adj
3100,pursue,পাসিউ,অনুসরণ করা,v.
3101,range,রেঞ্ুজ,পরিসর,v
3102,rank,রযাক্ক,পদ; পদমযাদা দেওয়া,"11., V."
3103,rapid,র:যাপিড,দ্রুত,adj
3104,rapidly,র:যাপিডলি,দ্রুতগতিতে,adv.
3105,rate,রেট,হার নির্ধারণ করা,v
3106,raw,র,কাঁচা,adj
3107,reach,রিচ,নাগাল,n
3108,realistic,রিয়ালিস্টিক,বাস্তবসম্মত,adj.
3109,reasonable,রিজনেবল,যুক্তিসঙ্গত,ad].
3110,recall,রকল,স্মরণ করা,v
3111,recover,রিকভার,পুনরুদ্ধার করা,V.
3112,reduction,রিডাকশন,হ্রাস,n
3113,regard,রিগার্ড,- বিবেচনা করা; শ্রদ্ধা,"V.,n."
3114,regional,রিজিওনাল,আঞ্চলিক,adj
3115,register,রেজিস্টার,নিবন্ধণ করা; নিবন্ধণ,"v.,n"
3116,regret,রিগ্রেট,অনুশোচনা; অনুশোচনা করা,"v.,n"
3117,regulation,রেগুলেশন,নিয়ম,n
3118,relatively,রিলেটিভলি,আপেক্ষিকভাবে,adv.
3119,relevant,রেলেভেন্ট,প্রাসঙ্গিক,adj
3120,relief,রিলিফ,স্বস্তি,n
3121,rely,রিলাই,নিভর করা,v
3122,remark,রিমাক,মন্তব্য; মন্তব্য করা,"1., V."
3123,representative,রিপ্রেজেন্টেটিভ,প্রতিনিধি; প্রতিনিধিত্বমূলক,"n , adj"
3124,reputation,রেপুটেশন,সুনাম,n
3125,requirement,রিকোয়ারমেন্ট,প্রয়োজনীয়তা,n
3127,reserve,রিজাভ,রিজাভ; সংরক্ষণ করা,"n, V"
3128,resident,রেরসিডেন্ট,বাসিন্দা; আবাসিক,"n , adj"
3129,resist,রেরজিস্ট,প্রতিরোধ করা,v.
3130,resolve,রিসলভ,সমাধান করা,v
3131,resort,রিসোট,অবলম্বন,n:
3132,retain,রিটেইন,ধরে রাখা,v
3133,reveal,রিভিল,প্রকাশ করা,v
3134,revolution,রেভোলিউশন,বিপ্লব,n
3135,reward,রিওয়ার্ড,পুরস্কার; পুরস্কার দেওয়া,"n, V"
3136,rhythm,রিদম,ছন্দ,n
3137,rid,রিড,মুক্তি দেওয়া,v
3138,root,রুট,মূল,n
3139,round,রাউন্ড,- রাউন্ড,n
3140,routine,রুটিন,রুটিন,adj
3141,rub,রাব,ঘষা,v
3142,rubber,রাবার,রাবার; রাবারের,n adj
3143,rural,রুরাল,গ্রামীণ,adj
3144,rush,রাশ,ভিড়; দ্রুতগতিতে যাওয়া,"V.,1."
3145,sample,স্যাম্পল,নমুনা নেওয়া,v.
3146,satellite,স্যাটেলাইট,উপগ্রহ,n
3147,satisfied,স্যাটিসফাইড,সন্তুষ্ট,adj
3148,satisfy,স্যাটিসফাই,সন্তুষ্ট করা,v.
3149,saving,সেইভিং,সঞচয়,n
3151,schedule,শিডিউল,সময়সূটা; সময়সূটী করা,v.
3152,scheme,স্কিন,পরিকল্পনা,n
3154,screen,স্ক্রিণ,স্ক্রিণ করা,v
3155,seat,সিট,বসানো,v
3156,sector,সেক্টর,সেক্টর,n
3157,secure,সিকিউর,সুরক্ষিত করা; সুরক্ষিত,"v , adj"
3158,seek,সিক,খোঁজা,v
3159,select,সিলেক,- নির্বাচন করা,v
3160,selection,সিলেকশন,নির্বাচন,n
3161,self,সেল্কফ,আত্ম,n
3162,senior,সিনিয়র,- সিনিয়র,adj
3163,sense,সেন্স,অনুভব করা,v.
3194,soul,সাল,আত্মা (n),adj.
3165,sentence,সেন্টেন্স,সাজা দেওয়া (v) বিশেষজ্ঞ,"n , adj"
3166,sequence,সিকোয়েন্স,ক্রম,n
3196,species,স্পিসিস,প্রজাতি,n
3167,session,সেশন,অধিবেশন,n
3197,speed,স্পিড,গতি বাড়ানো,v
3168,settle,সেটল,নিষ্পত্তি করা,v
3169,severe,সিভিয়ার,গুরুতর (adj ),adj
3170,shade,শড,ছায়া,n
3171,shadow,শ্যাডো,ছায়া (n),"V.,1."
3172,shallow,শ্যাডো,অগভীর,adj
3173,shame,শেম,লজ্জা (n:),"V.,n."
3201,spot,স্পট,সনাক্ত করা,v
3174,shape,শেপ,আকার দেওয়া,v
3202,spread,স্প্রেড,বিস্তার,n
3176,shift,শিফট,পরিব্তন করা,v.
3204,stage,স্টেজ,মঞস্থ করা,v
3177,ship,শিপ,জাহাজ পাঠানো,v
3205,stand,স্ট্যান্ড,অবস্থান,n
3207,status,স্ট্যাটাস,অবস্থা,n:
3179,shocked,শকত,হতবাক,adj
3208,steady,স্টেডি,অবিচল,adj
3180,shooting,শুটিং,শুটিং,n
3209,steel,স্টিল,ইস্পাত,n
3181,shot,শট,শট,n:
3210,steep,স্টিপ,খাড়া,adj
3211,step,স্টেপ,পদক্ষেপ (v),adj.
3212,sticky,স্টিকি,আঠালো,adj
3213,stiff,স্টিফ,শক্ত (adj ) উল্লেখযোগ্যভাবে,adv
3214,stock,স্টক,স্টক,n
3184,silence,সাইলেন্স,- নীরবতা,n
3215,stream,স্স্ট্রিম,প্রবাহ,n
3185,silk,সিল্ক,রেশম,n
3187,slave,স্স্লেইভ,দাস,n
3217,strict,স্স্ট্রিক্ট,কঠোর,adj
3218,strike,স্ট্রাইক,আঘাত করা; ধমঘট 11. ),"V.,11."
3189,slight,স্লাইট,সামান্য,adj
3219,structure,স্ট্রাকচার,গঠন করা,v
3190,slip,স্লিপ,- পিছলে যাওয়া,v
3191,slope,স্লপ,"ঢাল; ঢালু হওয়া (n, V.)",V. Il.
3192,solar,সোলার,সোর,adj
3221,stuff,স্টাফ,ভরে ফেলা,v
3222,subject,সাবজেক,অধীনস্থ (adj ),adv
3223,submit,সাবমিট,জমা দেওয়া (v) Facebook Biborno Sahin,01726505437
3225,surgery,সাজারি,অস্ত্রোপচার,n
3226,surround,সারাউন্ড,ঘিরে ফেলা,v
3227,surrounding,সারাউন্ডিং,পাশ্ববর্তী,adj.
3228,survey,সাভে,জরিপ করা,v
3229,suspect,সাসপেক্,সন্দেহ করা; সন্দেহভাজন,"V.,n:"
3230,swear,সুইযার,শপথ করা,v
3231,sweep,সুইপ,ঝাড়ু দেওয়া,v
3232,switch,সুইচ,- সুইচ,n
3233,sympathy,সিমপ্যাথি,সহানুভূতি,n
3234,tale,টেল,গল্,n
3235,tank,ট্যাঙ্ক,ট্যাঙ্ক,n
3236,target,টাগেট,লক্ষ্য করা,v
3237,tear1,টিয়ার,ছেঁড়়া; ছেঁড়়া,"V.,n."
3238,tear',টিয়ার,অশ্রু,n
3239,temporary,টেম্পোরারি,অস্থায়ী,adj
3240,term,টাম,নামকরণ করা,v
3241,therapy,থেরাপি,থেরাপি,n
3242,threat,থ্রেট,হুমক,n
3243,threaten,থ্রেট,হুমক দেওয়া,v
3244,thus,দাস,এইভাবে,adv
3245,time,টাইম,সময় নির্ধারণ করা,v
3246,title,টাইটেল,- শিরোনাম দেওয়়া,v
3247,tone,টোন,স্বর,n
3248,tough,টাফ,কঠিন,adj
3249,track,ট্র্যাক,ট্র্যাক করা,v
3250,transfer,ট্রান্সফার,স্থানান্তর করা; স্থানান্তর,"V.,n:"
3251,transform,ট্রান্সফম,রূপান্তরিত করা,V.
3252,transition,ট্রানজিশন,রূপান্তর,n
3253,trial,ট্রায়াল,বিচার,n
3254,trip,ট্রিপ,ভ্রমণ করা,v
3255,tropical,ট্রপিকাল,গ্রীষ্মমন্ডলীয়,adj.
3256,trouble,ট্রাবল,সমস্যায় ফেলা,v
3257,truly,ট্রুলি,সত্যিই,adv
3259,try,ট্রাই,- তেষ্টা,n
3260,tune,টিউন,সুর,n
3261,tunnel,টানেল,টানেল,n
3262,ultimately,আলটিমেটলি,চূড়ান্তভাবে,adv
3263,unconscious,আনকনশাস,অচেতণ,adj.
3264,unexpected,আনএক্সপেক্টেড,অপ্রত্যাশিত,adj
3265,unique,ইউনিক,অনন্য,adj
3266,universe,ইউনিভাস,মহাবিশ্ব,n
3267,unknown,আননোন,অজানা,adj
3268,upper,আপার,উপরের,adj
3270,urban,আবান,শহুরে,adj
3271,urge,আজ,অনুরোধ করা,v
3272,value,ভ্যালু,মূল্য দেওয়া,v
3273,vary,ভ্যারি,ভিন্ন হওয়া,v
3274,vast,ভাস্ট,বিশাল,adj
3275,venue,ভেন্যু,ঘটনাস্থল,n
3276,very,ভোরি,আসল,adj
3277,via,ভায়া,মাধ্যমে,prep
3278,victory,ভিক্টরি,- বিজয়,n
3279,violence,ভায়োলেন্স,সহিংসতা,n
3280,virtual,ভাচুয়াল,ভাচুয়াল,adj
3281,vision,ভিশন,দৃষ্টি,n
3282,visual,ভিজুয়াল,চাক্ষুষ,adj
3283,vital,ভাইটাল,অত্যাবশ্যক,adj
3284,vitamin,ভিটামিন,ভিটামিন,n
3285,volume,ভলিউন,আয়তন,n
3286,wage,ওযেজ,মজুরি,n
3287,way,ওয়ে,উপায়,adv
3288,weakness,উইকনেস,দুবলতা,n
3289,wealth,ওয়েলথ,সম্পদ,n
3290,wealthy,ওয়েলদি,ধনী,adj
3291,whereas,হোোয়ারেজ,পক্ষান্তরে,conj
3292,wherever,হোয়ারেভার,যেখানেই হোেক,conj
3293,whisper,হুইস্পার,ফিসফিস করা; ফিসফিস,"v.,n"
3294,whom,হুম,যাকে,pron:
3296,wildlife,ওয়াইল্ডলাইফ,- বন্যপ্রাণী,n
3297,willing,উইলিং,ইচ্ছুক,adj
3298,windz,উইন্ড,পেঁচানো,v
3299,wire,ওয়্যার,তার,n
3300,wise,ওয়াইজ,জ্ঞানী,adj
3302,WOlSe,ওয়াস,খারাপ,n
3303,Worst,ওয়ার্স্ট,সবচেয়ে খারাপ,n:
3304,worth,ওয়াথ,মূল্য,n
3305,wound,উন্ড,আঘাত; আঘাত করা,"1., V."
3306,wrap,রযাপ,মোড়ানো,v
3307,wrong,রং,ভুল,n
3308,yet,ইয়েট,এখনো,conj
3309,zone,জোন,অঞচল,n
227,east,ইস্ট,পূর্ব,"n , adj , adv."
256,explain,এক্সপ্লেইন,ব্যাখ্যা করা,v
228,easy,ইজি,সহজ,adj
257,extra,এক্সট্রা,অতিরিক্ত,adj
229,eat,ইট,খাওয়া,v
258,eye,আই,চোখ,n
230,egg,এগ,- ডিম,n
259,face,ফেইস,মুখ,n
231,eight,এইট,আট,number
260,fact,ফ্যাক্ট,"ঘটনা, তথ্য",n
232,eighteen,এইটিন,আঠারো,number
261,fall,ফল,পড়া,v
233,eighty,এইটি,আশি,number
262,false,ফলস,"মিথ্যা, ভুল",adj
234,elephant,এলিফ্যান্ট,হাতি,n
235,eleven,ইলেভেন,এগারো (number) পারিবারিক,adj
236,else,এলস,অন্য কিছুকেউ,adv
264,famous,ফেমাস,- বিখ্যাত,adj
265,fantastic,ফ্যান্টাস্টিক,"অসাধারণ, করা (v) চমৎকার",adj
238,end,এন্ড,শেষ (n); শেষ করা,v
239,enjoy,এনজয়,উপভোগ করা,v
267,farm,ফাম,খামার,n
